2016-01-01	72.92990
2016-01-02	72.92990
2016-01-03	72.92990
2016-01-04	72.92990
2016-01-05	72.92990
2016-01-06	72.92990
2016-01-07	72.92990
2016-01-08	72.92990
2016-01-09	72.92990
2016-01-10	72.92990
2016-01-11	72.92990
2016-01-12	75.95070
2016-01-13	76.60410
2016-01-14	76.42750
2016-01-15	76.52300
2016-01-16	76.56500
2016-01-17	76.56500
2016-01-18	76.56500
2016-01-19	78.66780
2016-01-20	78.48620
2016-01-21	79.46140
2016-01-22	83.59130
2016-01-23	80.57140
2016-01-24	80.57140
2016-01-25	80.57140
2016-01-26	77.79650
2016-01-27	81.83940
2016-01-28	78.99690
2016-01-29	77.36740
2016-01-30	75.17230
2016-01-31	75.17230
2016-02-01	75.17230
2016-02-02	76.32640
2016-02-03	77.92730
2016-02-04	79.25930
2016-02-05	76.46090
2016-02-06	77.34090
2016-02-07	77.34090
2016-02-08	77.34090
2016-02-09	76.86140
2016-02-10	78.68050
2016-02-11	79.06890
2016-02-12	79.11440
2016-02-13	79.49510
2016-02-14	79.49510
2016-02-15	79.49510
2016-02-16	77.77920
2016-02-17	76.24500
2016-02-18	77.85030
2016-02-19	75.45750
2016-02-20	76.36570
2016-02-21	77.13260
2016-02-22	77.13260
2016-02-23	77.13260
2016-02-24	77.13260
2016-02-25	76.39280
2016-02-26	76.39290
2016-02-27	75.09030
2016-02-28	75.09030
2016-02-29	75.09030
2016-03-01	75.89940
2016-03-02	74.05360
2016-03-03	73.62560
2016-03-04	73.82420
2016-03-05	73.18540
2016-03-06	73.18540
2016-03-07	73.18540
2016-03-08	73.18540
2016-03-09	73.18540
2016-03-10	72.37750
2016-03-11	71.09280
2016-03-12	70.30670
2016-03-13	70.30670
2016-03-14	70.30670
2016-03-15	70.15420
2016-03-16	70.54080
2016-03-17	71.02560
2016-03-18	68.55980
2016-03-19	68.40260
2016-03-20	68.40260
2016-03-21	68.40260
2016-03-22	68.80860
2016-03-23	67.77640
2016-03-24	67.64090
2016-03-25	68.93280
2016-03-26	68.43460
2016-03-27	68.43460
2016-03-28	68.43460
2016-03-29	67.78070
2016-03-30	68.75490
2016-03-31	67.60760
2016-04-01	67.85520
2016-04-02	67.14100
2016-04-03	67.14100
2016-04-04	67.14100
2016-04-05	68.67530
2016-04-06	68.89010
2016-04-07	68.52150
2016-04-08	67.79600
2016-04-09	67.46620
2016-04-10	67.46620
2016-04-11	67.46620
2016-04-12	67.12500
2016-04-13	66.34560
2016-04-14	65.76620
2016-04-15	66.49540
2016-04-16	66.04520
2016-04-17	66.04520
2016-04-18	66.04520
2016-04-19	68.27240
2016-04-20	65.64740
2016-04-21	66.03640
2016-04-22	65.02540
2016-04-23	66.21980
2016-04-24	66.21980
2016-04-25	66.21980
2016-04-26	66.62950
2016-04-27	66.45590
2016-04-28	65.16180
2016-04-29	65.11330
2016-04-30	64.33340
2016-05-01	64.33340
2016-05-02	64.33340
2016-05-03	64.33340
2016-05-04	64.33340
2016-05-05	66.17180
2016-05-06	65.89180
2016-05-07	66.19280
2016-05-08	66.19280
2016-05-09	66.19280
2016-05-10	66.19280
2016-05-11	66.32770
2016-05-12	66.24280
2016-05-13	64.96070
2016-05-14	64.93060
2016-05-15	64.93060
2016-05-16	64.93060
2016-05-17	64.88950
2016-05-18	64.51380
